EventID,StartTime,EndTime,Duration_s,ReferenceSignal,TargetSignal,Reference_PeakAmplitude,Target_PeakAmplitude,PeakPreservationRatio,Reference_Area,Target_Area,AreaPreservationRatio,ShapeCorrelation,Shape_NRMSE,ArtifactRatioInEvent,RangeAbnormalRatioInEvent
1,47658.42999998097,47663.229999980955,4.7999999999883585,Pressure_Preclean,Pressure_Clean,1.0547105264327001,1.0547105264327001,0.9999999990518724,3.705210753221593,3.7453900398566446,1.0108439946605663,0.9991712192124426,0.025470364970289525,0.0,0.0
2,47716.02999998083,47726.8299999808,10.799999999973807,Pressure_Preclean,Pressure_Clean,2.5101913255081314,2.5101913255081314,0.999999999601624,14.163815805580771,14.194279600016735,1.0021508182436127,0.9995578478017568,0.009950162483797825,0.0,0.0
3,50112.429999975015,50123.22999997499,10.799999999973807,Pressure_Preclean,Pressure_Clean,2.7558421090793246,2.7558421090793246,0.9999999996371345,19.823075166420484,19.861336152903025,1.0019301236139901,0.9998726277511064,0.006205045526868019,0.0,0.0
4,50563.62999997392,50569.629999973906,5.999999999985448,Pressure_Preclean,Pressure_Clean,1.7315175509759797,1.7315175509759797,0.9999999994224719,7.439152151130065,7.442110881224648,1.0003977239655915,0.9999964944276185,0.001521532375674911,0.0,0.0
5,50766.42999997343,50774.82999997341,8.399999999979627,Pressure_Preclean,Pressure_Clean,1.826157891566595,1.826157891566595,0.9999999994524021,8.785111509833934,8.790817295553277,1.0006494834712463,0.9999986696283857,0.0008543449223515667,0.0,0.0
6,51151.629999972494,51157.62999997248,5.999999999985448,Pressure_Preclean,Pressure_Clean,1.4740000000000038,1.4740000000000038,0.9999999993215739,4.331724980183278,4.280153960947287,0.9880945765347496,0.9990204679035719,0.01906796822438579,0.0,0.0
7,51592.029999971426,51596.829999971415,4.7999999999883585,Pressure_Preclean,Pressure_Clean,1.0806140335584047,1.0806140335584047,0.9999999990746001,3.7897870960246904,3.80136702657261,1.0030555620280122,0.9993614520921299,0.013195481346140873,0.0,0.0
8,51733.62999997108,51740.829999971065,7.199999999982538,Pressure_Preclean,Pressure_Clean,2.5055739324382955,2.5055739324382955,0.9999999996008898,14.976142317508678,14.97741406334144,1.00008491805204,0.9999988558504399,0.0007661412965835777,0.0,0.0
9,52056.4299999703,52067.229999970274,10.799999999973807,Pressure_Preclean,Pressure_Clean,2.5756724842821512,2.5756724842821512,0.9999999996117519,24.00361733867728,24.00361733867728,0.9999999999583397,1.0,0.0,0.0,0.0
10,52109.22999997017,52116.429999970154,7.199999999982538,Pressure_Preclean,Pressure_Clean,2.5273304372220053,2.5273304372220053,0.9999999996043255,13.525560796016405,13.525560796016405,0.9999999999260659,1.0,0.0,0.0,0.0
11,52147.62999997008,52154.82999997006,7.199999999982538,Pressure_Preclean,Pressure_Clean,1.486860877320055,1.486860877320055,0.9999999993274421,8.629627152183616,8.633880590446788,1.0004928877212966,0.9999504225098689,0.0041700018299486805,0.0,0.0
12,52228.029999969884,52232.82999996987,4.7999999999883585,Pressure_Preclean,Pressure_Clean,1.6479473676284755,1.6479473676284755,0.9999999993931844,5.68650976952001,5.683038578421313,0.999389574231158,0.9999913572725241,0.002346901037870778,0.0,0.0
13,52405.62999996945,52414.02999996943,8.399999999979627,Pressure_Preclean,Pressure_Clean,2.506263161513175,2.506263161513175,0.9999999996009996,13.680660580592676,13.678824198014006,0.9998657679161238,0.999999298432905,0.000542911200615297,0.0,0.0
14,52448.82999996935,52454.82999996933,5.999999999985448,Pressure_Preclean,Pressure_Clean,2.8032631656123073,2.8032631656123073,0.9999999996432728,13.497963242073622,13.495368922471101,0.9998077991059983,0.9999988978137843,0.0009777853751510763,0.0,0.0
15,52595.22999996899,52601.22999996898,5.999999999985448,Pressure_Preclean,Pressure_Clean,1.6947912894106452,1.6947912894106452,0.9999999994099568,7.388395998359533,7.393556362511989,1.0006984416039562,0.9999838657620628,0.0030456030771850284,0.0,0.0
16,52950.42999996813,52960.02999996811,9.599999999976717,Pressure_Preclean,Pressure_Clean,3.179280705892765,3.179280705892765,0.9999999996854634,24.376958171421602,24.376958171421602,0.9999999999589777,1.0,0.0,0.0,0.0
17,53053.62999996788,53065.62999996785,11.999999999970896,Pressure_Preclean,Pressure_Clean,2.784165205568371,2.784165205568371,0.9999999996408259,28.42591048793676,28.42591048793676,0.9999999999648208,1.0,0.0,0.0,0.0
18,53099.22999996777,53107.62999996775,8.399999999979627,Pressure_Preclean,Pressure_Clean,5.716217422118277,5.716217422118277,0.9999999998250592,34.00876334538943,34.00852001837829,0.9999928451379234,0.9999999957894886,3.81860423906227e-05,0.0,0.0
19,53138.829999967675,53144.82999996766,5.999999999985448,Pressure_Preclean,Pressure_Clean,4.5912105381140265,4.5912105381140265,0.9999999997821925,24.128021044249422,24.128021044249422,0.9999999999585544,1.0,0.0,0.0,0.0
20,53234.82999996744,53244.42999996742,9.599999999976717,Pressure_Preclean,Pressure_Clean,5.277789451565965,5.277789451565965,0.9999999998105267,26.722085065980362,26.724144048775972,1.0000770516892843,0.999999919434064,0.00015784377736106738,0.0,0.0
21,53299.629999967285,53305.62999996727,5.999999999985448,Pressure_Preclean,Pressure_Clean,4.796582608325764,4.796582608325764,0.9999999997915182,23.99315545758407,23.99315545758407,0.9999999999583215,1.0,0.0,0.0,0.0
22,53316.429999967244,53323.62999996723,7.199999999982538,Pressure_Preclean,Pressure_Clean,4.14285216718919,4.14285216718919,0.9999999997586204,21.8192579393664,21.8192579393664,0.9999999999541689,1.0,0.0,0.0,0.0
23,53370.42999996711,53377.629999967096,7.199999999982538,Pressure_Preclean,Pressure_Clean,4.321403508108347,4.321403508108347,0.9999999997685937,23.405569708870004,23.405569708870004,0.9999999999572752,1.0,0.0,0.0,0.0
24,53430.42999996697,53441.22999996694,10.799999999973807,Pressure_Preclean,Pressure_Clean,2.33097367420946,2.33097367420946,0.9999999995709947,17.779637531396254,17.779637531396254,0.9999999999437559,0.9999999999999999,0.0,0.0,0.0
25,53470.02999996687,53480.829999966845,10.799999999973807,Pressure_Preclean,Pressure_Clean,2.587982456779926,2.587982456779926,0.9999999996135985,19.27953320172731,19.27054910697131,0.9995340086473291,0.9999859825222261,0.0022655853937028807,0.0,0.0
26,53644.02999996645,53653.629999966426,9.599999999976717,Pressure_Preclean,Pressure_Clean,3.2636052595367318,3.2636052595367318,0.9999999996935903,22.83965117688801,22.831834879270342,0.9996577750440762,0.999988731233388,0.0021322613214288994,0.0,0.0
27,54000.429999965585,54005.22999996557,4.7999999999883585,Pressure_Preclean,Pressure_Clean,2.2840262914218528,2.2840262914218528,0.9999999995621767,7.4229673612818585,7.414120436973692,0.9988081686370979,0.9999676253505315,0.0043554466365335375,0.0,0.0
28,54094.02999996536,54098.829999965346,4.7999999999883585,Pressure_Preclean,Pressure_Clean,3.529565199979416,3.529565199979416,0.999999999716679,12.762754013750744,12.762754013750744,0.999999999921647,1.0,0.0,0.0,0.0
29,54163.62999996519,54168.42999996518,4.7999999999883585,Pressure_Preclean,Pressure_Clean,4.0250175802638495,4.0250175802638495,0.9999999997515538,15.002450116631161,15.002450116631161,0.9999999999333442,0.9999999999999999,0.0,0.0,0.0
30,54173.229999965166,54179.22999996515,5.999999999985448,Pressure_Preclean,Pressure_Clean,2.8981666637626375,2.8981666637626375,0.9999999996549542,13.051457497994479,13.0390527088133,0.9990495475174221,0.9999351482590793,0.0057370376966535035,0.0,0.0
31,54210.429999965076,54215.229999965064,4.7999999999883585,Pressure_Preclean,Pressure_Clean,3.5828174189763615,3.5828174189763615,0.99999999972089,12.58339938467507,12.587234381884201,1.0003047663108824,0.9999971712167816,0.001272344524810487,0.0,0.0
32,54373.62999996468,54382.02999996466,8.399999999979627,Pressure_Preclean,Pressure_Clean,6.383634822114601,6.383634822114601,0.9999999998433494,34.19622107139811,34.19622107139811,0.9999999999707571,1.0,0.0,0.0,0.0
33,54577.629999964185,54583.62999996417,5.999999999985448,Pressure_Preclean,Pressure_Clean,1.5621304762150459,1.5621304762150459,0.9999999993598485,8.317191557040097,8.335861447930247,1.002244734867517,0.9999162925878313,0.01448476703527725,0.0,0.0
34,54612.4299999641,54617.22999996409,4.7999999999883585,Pressure_Preclean,Pressure_Clean,4.549877184352525,4.549877184352525,0.9999999997802138,18.264656168626466,18.265799632473616,1.000062605221611,0.9999997479603973,0.00041987515049685543,0.0,0.0
35,54736.0299999638,54742.02999996379,5.999999999985448,Pressure_Preclean,Pressure_Clean,2.957403503118499,2.957403503118499,0.9999999996618655,16.286382770958816,16.286382770958816,0.999999999938599,1.0,0.0,0.0,0.0
36,54748.02999996377,54757.62999996375,9.599999999976717,Pressure_Preclean,Pressure_Clean,3.986000000000004,3.986000000000004,0.9999999997491219,29.849793726605785,29.849793726605785,0.9999999999664989,1.0,0.0,0.0,0.0
37,54792.429999963664,54802.02999996364,9.599999999976717,Pressure_Preclean,Pressure_Clean,1.918999999999997,1.918999999999997,0.9999999994788952,16.9775094806907,16.9775094806907,0.9999999999410986,0.9999999999999999,0.0,0.0,0.0
38,54857.22999996351,54902.8299999634,45.599999999889405,Pressure_Preclean,Pressure_Clean,5.094999999999999,5.094999999999999,0.9999999998037291,220.8810273107723,220.8810273107723,0.9999999999954727,1.0,0.0,0.0,0.0
39,54977.229999963216,54985.629999963196,8.399999999979627,Pressure_Preclean,Pressure_Clean,1.85283478270469,1.85283478270469,0.9999999994602864,12.487639025585207,12.487639025585207,0.9999999999199208,0.9999999999999999,0.0,0.0,0.0
40,55002.429999963155,55027.629999963094,25.199999999938882,Pressure_Preclean,Pressure_Clean,7.181807866526242,7.181807866526242,0.9999999998607593,111.15444364324604,111.17722007420238,1.0002049079569795,0.9999963337470638,0.0009284838451017179,0.0,0.0
41,55069.62999996299,55082.82999996296,13.199999999967986,Pressure_Preclean,Pressure_Clean,1.5225087867725762,1.5225087867725762,0.9999999993431893,13.440712204753057,13.440712204753057,0.9999999999255992,1.0,0.0,0.0,0.0
42,55222.02999996262,55237.629999962584,15.599999999962165,Pressure_Preclean,Pressure_Clean,5.473499992027726,5.473499992027726,0.9999999998173015,60.30556772963328,60.30556772963328,0.9999999999834178,0.9999999999999998,0.0,0.0,0.0
43,55268.82999996251,55283.229999962474,14.399999999965075,Pressure_Preclean,Pressure_Clean,6.602000011256749,6.602000011256749,0.9999999998485307,66.49368156901879,66.49368156901879,0.9999999999849609,1.0,0.0,0.0,0.0
44,55403.22999996218,55409.22999996217,5.999999999985448,Pressure_Preclean,Pressure_Clean,4.69821049884176,4.69821049884176,0.999999999787153,20.738635786785473,20.73982539956758,1.0000573621039628,0.9999996114742189,0.0002954347330687322,0.0,0.0
45,55541.22999996185,55547.22999996183,5.999999999985448,Pressure_Preclean,Pressure_Clean,2.8087801693169183,2.8087801693169183,0.9999999996439736,10.675504474727335,10.700234215174403,1.0023164937547724,0.9999428317364419,0.0046972078161930915,0.0,0.0
46,55744.029999961356,55756.02999996133,11.999999999970896,Pressure_Preclean,Pressure_Clean,3.2814736909941615,3.2814736909941615,0.9999999996952589,24.474310666526453,24.48243840931,1.0003320927765427,0.9999949992935276,0.0011174751630584996,0.0,0.0
47,55951.62999996085,55962.42999996083,10.799999999973807,Pressure_Preclean,Pressure_Clean,3.057587715209479,3.057587715209479,0.9999999996729447,23.466777718551565,23.466777718551565,0.9999999999573865,1.0,0.0,0.0,0.0
48,56045.229999960626,56057.2299999606,11.999999999970896,Pressure_Preclean,Pressure_Clean,3.598789493998723,3.598789493998723,0.9999999997221287,32.9676047837064,32.96790653318267,1.0000091528783557,0.9999999876704522,6.337294808785601e-05,0.0,0.0
49,56125.62999996043,56132.82999996041,7.199999999982538,Pressure_Preclean,Pressure_Clean,3.8901842239610573,3.8901842239610573,0.9999999997429427,21.67534485546569,21.67534485546569,0.9999999999538647,1.0,0.0,0.0,0.0
50,56231.229999960175,56236.02999996016,4.7999999999883585,Pressure_Preclean,Pressure_Clean,1.859820961342237,1.859820961342237,0.9999999994623138,8.677479771637366,8.677479771637366,0.9999999998847592,0.9999999999999999,0.0,0.0,0.0
51,56300.829999960006,56309.229999959985,8.399999999979627,Pressure_Preclean,Pressure_Clean,2.274747822155504,2.274747822155504,0.9999999995603908,16.504620018464195,16.504620018464195,0.9999999999394109,0.9999999999999998,0.0,0.0,0.0
52,56525.22999995946,56536.029999959435,10.799999999973807,Pressure_Preclean,Pressure_Clean,2.040421047437931,2.040421047437931,0.999999999509905,15.398559989640958,15.398559989640958,0.9999999999350588,1.0,0.0,0.0,0.0
53,56624.82999995922,56639.229999959185,14.399999999965075,Pressure_Preclean,Pressure_Clean,4.011869547156124,4.011869547156124,0.9999999997507396,31.02894278958027,31.07370708437139,1.0014426625519677,0.9999639175868834,0.0031194154512107952,0.0,0.0
54,56790.42999995882,56812.029999958766,21.599999999947613,Pressure_Preclean,Pressure_Clean,0.5738163262964093,0.5738163262964093,0.9999999982572821,10.622995456218431,10.622995456218431,0.9999999999058646,1.0,0.0,0.0,0.0
55,57018.429999958265,57022.02999995826,3.599999999991269,Pressure_Preclean,Pressure_Clean,2.064495659904793,2.064495659904793,0.9999999995156201,6.822772806755964,6.822772806755964,0.999999999853432,1.0,0.0,0.0,0.0
56,57046.0299999582,57050.82999995819,4.7999999999883585,Pressure_Preclean,Pressure_Clean,2.170678285297498,2.170678285297498,0.9999999995393145,6.5046118361671645,6.5046118361671645,0.9999999998462629,1.0,0.0,0.0,0.0
57,57137.22999995798,57143.22999995796,5.999999999985448,Pressure_Preclean,Pressure_Clean,0.6903859755663859,0.6903859755663859,0.999999998551535,3.3466249005831545,3.356615438201523,1.0029852573599278,0.9986604654917794,0.026398656291835163,0.0,0.0
58,57149.22999995795,57158.829999957925,9.599999999976717,Pressure_Preclean,Pressure_Clean,2.6337105245815025,2.6337105245815025,0.9999999996203075,19.609702150741864,19.609702150741864,0.9999999999490048,1.0,0.0,0.0,0.0
59,57478.02999995715,57488.829999957125,10.799999999973807,Pressure_Preclean,Pressure_Clean,1.7539999952630865,1.7539999952630865,0.9999999994298745,10.780555380341948,10.855286354706955,1.0069320151626273,0.9998399965342011,0.00820265515149659,0.0,0.0
60,57557.22999995696,57572.82999995692,15.599999999962165,Pressure_Preclean,Pressure_Clean,5.719000000000008,5.719000000000008,0.9999999998251442,58.50138138841388,58.50127419334451,0.9999981676318264,0.999999999590466,1.0555710669296597e-05,0.0,0.0
61,57595.629999956866,57611.22999995683,15.599999999962165,Pressure_Preclean,Pressure_Clean,7.860347837720184,7.860347837720184,0.9999999998727792,85.9945813120628,85.9945813120628,0.9999999999883713,0.9999999999999998,0.0,0.0,0.0
62,57649.629999956735,57660.42999995671,10.799999999973807,Pressure_Preclean,Pressure_Clean,7.749245614224904,7.749245614224904,0.9999999998709552,51.08759277431461,51.08759277431461,0.9999999999804259,1.0,0.0,0.0,0.0
63,57749.22999995649,57763.62999995646,14.399999999965075,Pressure_Preclean,Pressure_Clean,3.5790000000000077,3.5790000000000077,0.9999999997205923,34.711326605739934,34.711326605739934,0.999999999971191,1.0,0.0,0.0,0.0
64,57913.629999956094,57929.22999995606,15.599999999962165,Pressure_Preclean,Pressure_Clean,9.512240174672641,9.512240174672641,0.9999999998948723,60.07961834200698,60.07961834200698,0.9999999999833554,1.0,0.0,0.0,0.0
65,58009.62999995586,58028.829999955815,19.199999999953434,Pressure_Preclean,Pressure_Clean,4.9285526229385965,4.9285526229385965,0.9999999997971006,55.69371422596541,55.891508014652246,1.0035514562178558,0.9995901705989436,0.009433912481552224,0.0,0.0
66,58064.82999995573,58096.02999995565,31.19999999992433,Pressure_Preclean,Pressure_Clean,7.381973918781071,7.381973918781071,0.9999999998645349,104.05067936742648,104.02400099991732,0.9997436021689518,0.9999735075270896,0.001967197547605928,0.0,0.0
67,58103.229999955634,58108.02999995562,4.7999999999883585,Pressure_Preclean,Pressure_Clean,6.1155087717352075,6.1155087717352075,0.9999999998364812,25.07638943839071,25.07638943839071,0.9999999999601219,1.0,0.0,0.0,0.0
68,58189.629999955425,58206.429999955384,16.799999999959255,Pressure_Preclean,Pressure_Clean,8.43265213594563,8.43265213594563,0.9999999998814133,99.9953645410698,99.9953645410698,0.9999999999899996,0.9999999999999998,0.0,0.0,0.0
69,58211.22999995537,58218.429999955355,7.199999999982538,Pressure_Preclean,Pressure_Clean,6.566947382518066,6.566947382518066,0.9999999998477223,35.8439347457471,35.8439347457471,0.9999999999721014,1.0,0.0,0.0,0.0
70,58373.22999995498,58385.22999995495,11.999999999970896,Pressure_Preclean,Pressure_Clean,8.369894717565387,8.369894717565387,0.9999999998805241,70.38879118767376,70.38879118767376,0.9999999999857931,1.0,0.0,0.0,0.0
71,58414.02999995488,58422.42999995486,8.399999999979627,Pressure_Preclean,Pressure_Clean,5.277930417988273,5.277930417988273,0.9999999998105318,33.181546227487146,33.31533530283277,1.0040320325467764,0.9993172971183245,0.014988718508362475,0.0,0.0
72,58447.6299999548,58462.029999954764,14.399999999965075,Pressure_Preclean,Pressure_Clean,11.974000000000004,11.974000000000004,0.9999999999164857,122.9009959253105,122.9009959253105,0.9999999999918633,1.0,0.0,0.0,0.0
73,58555.62999995454,58572.4299999545,16.799999999959255,Pressure_Preclean,Pressure_Clean,8.507605317854157,8.507605317854157,0.9999999998824581,108.67490738597198,108.67490738597198,0.9999999999907982,1.0,0.0,0.0,0.0
74,58601.22999995443,58609.629999954406,8.399999999979627,Pressure_Preclean,Pressure_Clean,5.633999973765086,5.633999973765086,0.9999999998225062,32.46189004930565,32.46189004930565,0.9999999999691948,1.0,0.0,0.0,0.0
75,58686.42999995422,58693.6299999542,7.199999999982538,Pressure_Preclean,Pressure_Clean,4.233456142198591,4.233456142198591,0.9999999997637864,23.739695776869922,23.74135270862767,1.0000697957873281,0.9999995463160005,0.0004491303123587216,0.0,0.0
76,58776.429999954,58782.42999995399,5.999999999985448,Pressure_Preclean,Pressure_Clean,6.793650801179211,6.793650801179211,0.9999999998528037,31.85114915386927,31.85114915386927,0.999999999968604,1.0,0.0,0.0,0.0
77,58853.229999953815,58860.4299999538,7.199999999982538,Pressure_Preclean,Pressure_Clean,6.037347867263975,6.037347867263975,0.9999999998343644,33.68097224165899,33.68097224165899,0.9999999999703097,0.9999999999999999,0.0,0.0,0.0
78,58866.42999995378,58883.22999995374,16.799999999959255,Pressure_Preclean,Pressure_Clean,6.207973669405845,6.207973669405845,0.9999999998389169,71.85783415129173,72.13208179143383,1.003816530826143,0.9996589465938724,0.010059187010677673,0.0,0.0
79,58967.22999995354,58986.42999995349,19.199999999953434,Pressure_Preclean,Pressure_Clean,7.654105245179352,7.654105245179352,0.9999999998693512,93.4865713200745,93.62472713820796,1.0014778145693135,0.9998987125744297,0.004670235014585139,0.0,0.0
80,59011.62999995343,59017.62999995342,5.999999999985448,Pressure_Preclean,Pressure_Clean,8.037947327361906,8.037947327361906,0.9999999998755901,42.56165472433785,42.56165472433785,0.9999999999765048,1.0,0.0,0.0,0.0
81,59022.429999953405,59028.42999995339,5.999999999985448,Pressure_Preclean,Pressure_Clean,6.417017531064147,6.417017531064147,0.9999999998441643,34.951635647553985,34.951635647553985,0.9999999999713891,1.0,0.0,0.0,0.0
82,59058.42999995332,59074.02999995328,15.599999999962165,Pressure_Preclean,Pressure_Clean,8.435773935047365,8.435773935047365,0.9999999998814573,77.65416104836623,77.80273107423488,1.0019132268362825,0.999927538235736,0.004725596466685994,0.0,0.0
